Link,Bedrooms,Bathrooms,Area,Price,Price_per_meter,Address,City,Location1,Location2,Unit,Type,Rent_sale
https://remax.com.eg/property/twinhouse-for-sale-in-romance-ain-sokhna-8740,2,3,180,"EGP 6,800,000",37777.78,"Al Ain Al Sokhna - Suez , Egypt",Suez,Al Ain Al Sokhna,None,Apartment,Residential,Sale
https://remax.com.eg/property/townhouse-for-sale-in-soleya-by-inertia-8423,4,5,385,"EGP 13,500,000",35064.94,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Sale
https://remax.com.eg/property/office-for-rent-in-west-gate-business-complex-9103,1,1,49,"EGP 30,000",612.24,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Rent
https://remax.com.eg/property/apartment-for-rent-in-janna-zayed-4-prime-location-9102,3,2,130,"EGP 15,000",115.38,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Rent
https://remax.com.eg/property/furnished-penthouse-for-rent-in-tara-compound-9100,2,1,120,"EGP 55,000",458.33,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Rent
https://remax.com.eg/property/prime-office-for-sale-in-2o5-sheikh-zayed-8541,2,1,76,"EGP 12,160,000",160000.0,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Sale
https://remax.com.eg/property/apartment-for-sale-in-9th-district-open-view-9104,3,2,200,"EGP 6,400,000",32000.0,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Sale
https://remax.com.eg/property/apartment-with-garden-kitchen-and-acs-in-el-joman-8755,2,2,130,"EGP 18,000",138.46,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Rent
https://remax.com.eg/property/clinic-with-installments-prime-location-in-zayed-9099,0,1,65,"EGP 9,500,000",146153.85,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Sale
https://remax.com.eg/property/rtm-apartment-with-best-price-in-village-west-8198,2,2,123,"EGP 7,350,000",59756.1,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Sale
https://remax.com.eg/property/i-villa-roof-corner-for-sale-mountain-view-icity-8932,3,3,230,"EGP 9,300,000",40434.78,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Sale
https://remax.com.eg/property/apartment-for-rent-in-o-west-high-end-finishing-9101,3,5,192,"EGP 32,000",166.67,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Rent
https://remax.com.eg/property/resale-apartment-for-sale-in-terrace-9093,3,3,154,"EGP 7,400,000",48051.95,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Sale
https://remax.com.eg/property/office-for-sale-in-the-quad-sheikh-zayed-9094,1,1,99,"EGP 18,208,410",183923.33,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Commercial,Sale
https://remax.com.eg/property/semi-finished-twinhouse-in-jedar-prime-location-9098,5,5,299,"EGP 18,500,000",61872.91,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Sale
https://remax.com.eg/property/apartment-118-m-for-sale-in-smouha-skyline-compound-4935,3,2,118,"EGP 6,350,000",53813.56,"Hay Sharq - Alexandria , Egypt",Alexandria,Hay Sharq,None,Apartment,Residential,Sale
https://remax.com.eg/property/studio-for-rent-in-westown-fully-furnished-9095,1,1,25,"EGP 25,500",1020.0,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Rent
https://remax.com.eg/property/commercial-space-for-rent-or-sale-in-kafr-abdo-400-sq-m-8659,8,6,400,"EGP 200,000",500.0,"Hay Sharq - Alexandria , Egypt",Alexandria,Hay Sharq,None,Apartment,Commercial,Rent
https://remax.com.eg/property/apartment-in-vye-new-zayed-8085,2,2,121,"EGP 8,000,000",66115.7,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Sale
https://remax.com.eg/property/luxurios-twinhouse-prime-location-best-price-7714,4,4,290,"EGP 11,000,000",37931.03,"Cairo Alexandria Desert Road - Giza , Egypt",Giza,Cairo Alexandria Desert Road,None,Apartment,Residential,Sale
https://remax.com.eg/property/for-sale-townhouse-in-grand-heights-8804,3,4,283,"EGP 14,000,000",49469.96,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Sale
https://remax.com.eg/property/clinic-for-rent-meditown-new-giza-9097,0,1,80,"EGP 35,000",437.5,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Rent
https://remax.com.eg/property/corner-duplex-for-rent-in-westown-fully-furnished-9092,3,3,210,"EGP 75,000",357.14,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Rent
https://remax.com.eg/property/finished-garden-apartment-in-sun-capital-9096,2,2,115,"EGP 5,000,000",43478.26,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Sale
https://remax.com.eg/property/great-opportunity-apartment-in-the-8th-district-9061,3,2,180,"EGP 15,000",83.33,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,None
https://remax.com.eg/property/resale-opportunitybeach-house-at-soul-north-coast-8449,4,4,268,"EGP 56,000,000",208955.22,"Qesm Ad Dabaah - North Coast , Egypt",North Coast,Qesm Ad Dabaah,None,Apartment,Residential,Sale
https://remax.com.eg/property/luxury-apartment-in-october-plaza-sodic-prime-view-9002,2,2,158,"EGP 32,000",202.53,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Rent
https://remax.com.eg/property/garden-apartment-kitchen-and-acs-in-zayed-dunes-8763,3,3,167,"EGP 9,000,000",53892.22,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Sale
https://remax.com.eg/property/first-use-furnished-apartment-casa-beverly-hills-9085,2,2,120,"EGP 50,000",416.67,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Rent
https://remax.com.eg/property/roof-apartment-for-sale-in-district-16-9091,3,2,220,"EGP 4,500,000",20454.55,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Sale
https://remax.com.eg/property/garana-villa-for-sale-6723,6,6,850,"EGP 40,000,000",47058.82,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Sale
https://remax.com.eg/property/garana-villa-semi-furnished-for-rent-9090,4,4,600,"EGP 2,100,000",3500.0,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Rent
https://remax.com.eg/property/85m-chalet-for-sale-north-coast-neom-home-village-9087,2,1,85,"EGP 745,000",8764.71,"Qesm Borg El Arab - North Coast , Egypt",North Coast,Qesm Borg El Arab,None,Apartment,Residential,Sale
https://remax.com.eg/property/shop-247-m²-licensed-commercial-for-sale-in-al-mandara-direct-sea-access-9088,0,4,247,"EGP 37,000,000",149797.57,"Hay Than El Montazah - Alexandria , Egypt",Alexandria,Hay Than El Montazah,None,Apartment,Commercial,Sale
https://remax.com.eg/property/luxury-finishing-townhouse-in-joya-compound-7968,4,5,430,"EGP 22,000,000",51162.79,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Sale
https://remax.com.eg/property/garana-villa-semi-furnished-for-sale-9089,4,4,600,"EGP 45,000,000",75000.0,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Sale
https://remax.com.eg/property/apartment-for-rent-in-janna-october-fully-furnished-9078,3,2,130,"EGP 32,000",246.15,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Rent
https://remax.com.eg/property/under-market-value-apartment-for-sale-in-vye-9082,2,2,108,"EGP 7,000,000",64814.81,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Sale
https://remax.com.eg/property/finished-apartment-gladious-garden-prime-location-8648,3,3,200,"EGP 7,300,000",36500.0,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Sale
https://remax.com.eg/property/luxury-duplex-with-garden-in-casa-beverly-hills-kitchen-and-acs-8426,3,3,235,"EGP 50,000",212.77,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Rent
https://remax.com.eg/property/apartment-for-sale-in-etqan-beverly-hills-9083,4,2,233,"EGP 12,500,000",53648.07,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Sale
https://remax.com.eg/property/apartment-for-rent-in-janna-zayed-2-9084,3,3,210,"EGP 45,000",214.29,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Rent
https://remax.com.eg/property/prime-apartment-for-sale-in-new-giza-9081,2,3,173,"EGP 14,850,000",85838.15,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Sale
https://remax.com.eg/property/townhouse-with-kitchen-and-acs-in-el-reem-residence-8842,4,4,352,"EGP 60,000",170.45,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Rent
https://remax.com.eg/property/furnished-villa-for-rent-in-grand-heights-compound-8013,5,5,410,"EGP 80,000",195.12,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Rent
https://remax.com.eg/property/furnished-apartment-with-best-brice-in-zed-west-9080,2,2,105,"EGP 55,000",523.81,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Rent
https://remax.com.eg/property/furnished-studio-in-courtyard-sodic-landscape-view-9024,1,1,56,"EGP 29,000",517.86,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Rent
https://remax.com.eg/property/furnished-studio-for-rent-in-nyoum-compound-9079,1,1,70,"EGP 17,000",242.86,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Rent
https://remax.com.eg/property/apartment-for-rent-in-new-giza-fully-furnished-9071,3,3,224,"EGP 88,500",395.09,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Rent
https://remax.com.eg/property/garden-apartment-with-kitchen-and-acs-in-kayan-9015,3,2,120,"EGP 7,000,000",58333.33,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Sale
https://remax.com.eg/property/villa-at-soleya-compound-cairo-alex-desert-road-9074,5,6,500,"EGP 21,000,000",42000.0,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Sale
https://remax.com.eg/property/ground-apartment-for-sale-in-badya-by-palm-hills-9072,2,3,132,"EGP 6,300,000",47727.27,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Sale
https://remax.com.eg/property/furnished-ground-apartment-in-spring-valley-ramo-9073,2,1,85,"EGP 25,000",294.12,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Rent
https://remax.com.eg/property/first-use-luxury-i-villa-garden-in-mountain-view-7741,3,3,285,"EGP 49,000",171.93,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Rent
https://remax.com.eg/property/studio-for-rent-in-westown-prime-location-9076,1,1,30,"EGP 27,000",900.0,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Rent
https://remax.com.eg/property/town-house-at-soleya-compound-cairo-alex-desert-road-9075,4,5,385,"EGP 14,000,000",36363.64,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Sale
https://remax.com.eg/property/garden-apartment-with-kitchen-and-acs-in-kayan-9014,3,2,120,"EGP 25,000",208.33,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Rent
https://remax.com.eg/property/furnished-i-villa-garden-in-mountain-view-chillout-9069,3,3,280,"EGP 60,000",214.29,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,None
https://remax.com.eg/property/194m-semi-finished-apartment-in-green-6-compound-8528,3,3,194,"EGP 7,000,000",36082.47,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Sale
https://remax.com.eg/property/prime-location-villa-for-sale-in-solana-9077,4,5,240,"EGP 26,550,000",110625.0,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Sale
https://remax.com.eg/property/twin-house-for-rent-in-al-rabwa-amazing-park-view-9065,4,5,376,"EGP 100,000",265.96,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Rent
https://remax.com.eg/property/furnished-apartment-200m-in-al-joman-sheikh-zayed-9058,3,3,200,"EGP 38,000",190.0,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Rent
https://remax.com.eg/property/apartment-for-sale-100-sq-m-sidi-bishr-omar-ibn-abdel-aziz-street-9064,3,1,100,"EGP 3,200,000",32000.0,"Hay Awal El Montazah - Alexandria , Egypt",Alexandria,Hay Awal El Montazah,None,Apartment,Residential,Sale
https://remax.com.eg/property/unique-furnished-i-villa-roof-for-sale-in-green-5-9060,3,4,370,"EGP 13,900,000",37567.57,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Rent
https://remax.com.eg/property/furnished-ground-apartment-best-location-in-zayed-9059,3,3,280,"EGP 40,000",142.86,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Rent
https://remax.com.eg/property/furnished-apartment-for-rent-in-janna-zayed-2-9062,3,3,140,"EGP 35,000",250.0,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Rent
https://remax.com.eg/property/luxury-apartment-for-rent-in-badya-palm-hills-9066,1,2,100,"EGP 15,000",150.0,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Rent
https://remax.com.eg/property/apartment-for-sale-in-m-apartments-north-expansions-9056,4,3,172,"EGP 3,800,000",22093.02,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Sale
https://remax.com.eg/property/luxury-apartment-85m-for-rent-in-badya-palm-hills-9068,1,1,85,"EGP 14,000",164.71,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Rent
https://remax.com.eg/property/luxury-apartment-85m-for-rent-in-badya-palm-hills-9067,1,1,85,"EGP 12,000",141.18,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Rent
https://remax.com.eg/property/apartment-in-courtyard-aeon-9057,3,5,231,"EGP 60,000",259.74,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,None
https://remax.com.eg/property/luxury-penthouse-for-rent-in-badya-palm-hills-9063,2,3,141,"EGP 28,000",198.58,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Rent
https://remax.com.eg/property/apartment-for-sale-311-sq-m-kafr-abdo-9050,4,3,311,"EGP 15,000,000",48231.51,"Hay Sharq - Alexandria , Egypt",Alexandria,Hay Sharq,None,Apartment,Residential,Sale
https://remax.com.eg/property/34-finishing-duplex-with-roof-in-green-5-9048,3,4,215,"EGP 8,750,000",40697.67,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Sale
https://remax.com.eg/property/building-forrent-in-fifth-settlement-new-cairo-9016,20,12,320,"EGP 300,000",937.5,"New Cairo City - Cairo , Egypt",Cairo,New Cairo City,None,Apartment,Residential,Rent
https://remax.com.eg/property/apartment-for-rent-in-the-courtyards-sodic-9052,3,3,210,"EGP 55,000",261.9,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Rent
https://remax.com.eg/property/apartment-for-sale-in-aeon-towers-marakez-9047,2,3,173,"EGP 18,000,000",104046.24,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Sale
https://remax.com.eg/property/apartment-for-sale-in-garden-hills-ready-to-move-9054,2,2,130,"EGP 3,650,000",28076.92,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Sale
https://remax.com.eg/property/apartment-for-rent-in-village-west-9053,3,3,164,"EGP 35,000",213.41,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Rent
https://remax.com.eg/property/semi-furnished-penthouse-in-mountain-view-9045,2,2,170,"EGP 30,000",176.47,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Rent
https://remax.com.eg/property/apartment-for-rent-in-o-west-tulwa-9051,3,4,192,"EGP 35,000",182.29,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Rent
https://remax.com.eg/property/office-for-sale-in-five-fifty-five-mall-sheikh-zayed-9044,0,0,58,"EGP 8,101,000",139672.41,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Sale
https://remax.com.eg/property/finished-clinic-in-kazan-mall-directly-in-the-axis-9046,1,1,57,"EGP 5,200,000",91228.07,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Sale
https://remax.com.eg/property/apartment-for-sale-in-mountain-view-icity-october-9055,2,2,105,"EGP 6,875,000",65476.19,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Sale
https://remax.com.eg/property/apartment-with-kitchen-and-acs-in-westown-sodic-9039,3,3,205,"EGP 53,000",258.54,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Rent
https://remax.com.eg/property/ground-apartment-for-sale-in-khamael-9036,3,2,177,"EGP 6,407,000",36197.74,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Sale
https://remax.com.eg/property/apartment-for-rent-in-mostathmir-el-saghir-9035,3,2,180,"EGP 20,000",111.11,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Rent
https://remax.com.eg/property/apartment-for-rent-in-zed-west-9034,2,2,115,"EGP 55,000",478.26,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Rent
https://remax.com.eg/property/chalet-for-sale-paradise-ras-sedr-1363,3,2,135,"EGP 5,500,000",40740.74,"Ras Sedr - South Sainai , Egypt",South Sainai,Ras Sedr,None,Apartment,Residential,Sale
https://remax.com.eg/property/shop-for-sale-in-juno-plaza-6th-of-october-9043,0,0,112,"EGP 16,149,861",144195.19,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Sale
https://remax.com.eg/property/semi-finished-apartment-in-nyoum-mostakbal-city-9038,1,1,63,"EGP 1,700,000",26984.13,"Mostakbal City - Cairo , Egypt",Cairo,Mostakbal City,None,Apartment,Residential,Sale
https://remax.com.eg/property/studio-for-rent-in-aeon-towers-prime-location-9042,1,1,80,"EGP 55,000",687.5,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Rent
https://remax.com.eg/property/clinic-for-sale-in-mehwar-plaza-medical-unit-9037,0,0,50,"EGP 4,510,000",90200.0,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Sale
https://remax.com.eg/property/finished-apartment-in-the-16th-district-prime-view-9033,3,2,240,"EGP 6,250,000",26041.67,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Sale
https://remax.com.eg/property/apartment-for-sale-150-sq-m-miami-iskandar-ibrahim-street-9032,3,1,150,"EGP 4,500,000",30000.0,"Hay Awal El Montazah - Alexandria , Egypt",Alexandria,Hay Awal El Montazah,None,Apartment,Residential,Sale
https://remax.com.eg/property/standalone-villa-for-sale-in-nyoum-9041,3,4,192,"EGP 9,000,000",46875.0,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Sale
https://remax.com.eg/property/villa-for-sale-compound-wadi-elnakheel-phase-4-9023,3,3,2200,"EGP 15,000,000",6818.18,"- , Egypt",None,None,None,Apartment,Residential,Sale
https://remax.com.eg/property/apartment-for-rent-in-mountain-view-icity-9028,3,2,130,"EGP 33,000",253.85,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Rent
https://remax.com.eg/property/townhouse-for-rent-in-allegria-designed-by-shahira-fahmy-9029,3,3,225,"EGP 150,000",666.67,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Rent
https://remax.com.eg/property/ground-floor-apartment-for-rent-furnished-9019,3,4,220,"EGP 720,000",3272.73,"Cairo Alexandria Desert Road - Giza , Egypt",Giza,Cairo Alexandria Desert Road,None,Apartment,Residential,Rent
https://remax.com.eg/property/townhouse-for-sale-in-o-west-whyt-prime-location-9025,3,3,205,"EGP 14,000,000",68292.68,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Sale
https://remax.com.eg/property/apartment-for-sale-300-m-kafr-abdo-9022,3,4,300,"EGP 9,000,000",30000.0,"Hay Sharq - Alexandria , Egypt",Alexandria,Hay Sharq,None,Apartment,Residential,Sale
https://remax.com.eg/property/apartment-for-sale-salah-salem-ismailia-square-9021,3,2,200,"EGP 9,000,000",45000.0,"- , Egypt",None,None,None,Apartment,Residential,Sale
https://remax.com.eg/property/luxurious-townhouse-in-palm-hills-with-best-price-9018,5,5,211,"EGP 100,000",473.93,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Rent
https://remax.com.eg/property/clinic-for-rent-meditown-newgiza-9020,2,1,80,"EGP 360,000",4500.0,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Rent
https://remax.com.eg/property/apartment-for-sale-in-ashgar-heights-6-october-9026,2,1,85,"EGP 3,880,000",45647.06,"- , Egypt",None,None,None,Apartment,Residential,Sale
https://remax.com.eg/property/apartment-for-rent-in-zed-fully-finished-9031,2,2,135,"EGP 38,000",281.48,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Rent
https://remax.com.eg/property/administrative-office-for-sale-in-central-avenue-9030,0,0,116,"EGP 123,000",1060.34,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Sale
https://remax.com.eg/property/luxury-administrative-office-for-rent-9011,4,0,135,"EGP 95,000",703.7,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Rent
https://remax.com.eg/property/townhouse-for-sale-in-mountain-view-lvls-9006,4,5,180,"EGP 12,863,671",71464.84,"Qesm Ad Dabaah - North Coast , Egypt",North Coast,Qesm Ad Dabaah,None,Apartment,Residential,Sale
https://remax.com.eg/property/resale-apartment-for-sale-in-zed-west-9007,2,2,102,"EGP 6,700,000",65686.27,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Sale
https://remax.com.eg/property/retail-shop-for-rent-suitable-for-café-or-restaurant-9013,0,0,70,"EGP 55,000",785.71,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Commercial,Rent
https://remax.com.eg/property/retail-shop-for-rent-prime-location-in-west-gate-mall-9012,0,0,65,"EGP 70,000",1076.92,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Commercial,Rent
https://remax.com.eg/property/furnished-garden-apartment-in-opera-city-9010,4,3,240,"EGP 35,000",145.83,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Rent
https://remax.com.eg/property/townhouse-for-sale-in-belle-aire-beverly-hills-9009,4,6,325,"EGP 26,000,000",80000.0,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Sale
https://remax.com.eg/property/ground-duplex-in-palm-parks-prime-location-9004,3,3,215,"EGP 47,000",218.6,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Rent
https://remax.com.eg/property/apartment-for-sale-in-hadayk-el-mohandesensheikh-zayed-9008,3,2,129,"EGP 5,800,000",44961.24,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Sale
https://remax.com.eg/property/furnished-apartment-attractive-price-westown-sodic-8602,2,3,152,"EGP 45,000",296.05,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Rent
https://remax.com.eg/property/210m-apartment-kitchen-and-acs-in-beverly-hills-8922,3,2,210,"EGP 40,000",190.48,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Rent
https://remax.com.eg/property/a-stylishly-furnished-chalet-in-marassi-marina-ll-7720,2,1,93,"EGP 14,500,000",155913.98,"Al Alamein - North Coast , Egypt",North Coast,Al Alamein,None,Apartment,Residential,Sale
https://remax.com.eg/property/dental-clinic-for-rent-in-meditown-new-giza-8998,2,1,95,"EGP 40,000",421.05,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Rent
https://remax.com.eg/property/apartment-for-sale-obour-buildings-salah-salem-8999,3,1,156,"EGP 7,250,000",46474.36,"Heliopolis - Cairo , Egypt",Cairo,Heliopolis,None,Apartment,Residential,Sale
https://remax.com.eg/property/villa-for-sale-in-badya-ready-to-move-8993,4,4,313,"EGP 16,060,000",51309.9,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Sale
https://remax.com.eg/property/duplex-for-sale-in-village-gate-compound-8994,2,2,150,"EGP 9,900,000",66000.0,"- , Egypt",None,None,None,Apartment,Residential,Sale
https://remax.com.eg/property/ground-apartment-for-rent-in-garden-hills-compound-8990,3,2,130,"EGP 14,000",107.69,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Rent
https://remax.com.eg/property/studio-for-rent-in-october-plaza-compound-8992,1,1,30,"EGP 15,000",500.0,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Rent
https://remax.com.eg/property/villa-for-sale-in-allegria-fully-luxurious-furnished-9003,5,6,354,"EGP 70,000,000",197740.11,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Sale
https://remax.com.eg/property/medical-clinic-for-rent-in-west-park-mall-8996,1,1,50,"EGP 15,000",300.0,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Commercial,Rent
https://remax.com.eg/property/apartment-for-sale-hyde-park-compound-new-cairo-8995,1,2,78,"EGP 7,100,000",91025.64,"- , Egypt",None,None,None,Apartment,Residential,Sale
https://remax.com.eg/property/townhouse-for-sale-prime-location-with-lake-view-8997,4,4,365,"EGP 14,000,000",38356.16,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Sale
https://remax.com.eg/property/villa-for-rent-in-beverly-hills-compound-spacious-land-8991,4,5,280,"EGP 80,000",285.71,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Rent
https://remax.com.eg/property/garden-apartment-with-appliances-in-zayed-regency-7903,3,3,190,"EGP 38,000",200.0,"Sheikh Zayed City - Giza , Egypt",Giza,Sheikh Zayed City,None,Apartment,Residential,Rent
https://remax.com.eg/property/apartment-for-sale-140-m²-al-sayouf-ahmed-bin-hanbal-street-8988,3,1,140,"EGP 2,600,000",18571.43,"Hay Awal El Montazah - Alexandria , Egypt",Alexandria,Hay Awal El Montazah,None,Apartment,Residential,Sale
https://remax.com.eg/property/pyramids-hills-penthouse-for-sale-8304,3,4,377,"EGP 23,000,000",61007.96,"6 October City - Giza , Egypt",Giza,6 October City,None,Apartment,Residential,Sale
